256
1000,0000,0000
1000,0000,0001
1000,0000,0010
1000,0000,0011
1000,0000,1000
1000,0000,1001
1000,0000,1010
1000,0000,1011
1000,0001,0000
1000,0001,0001
1000,0001,0010
1000,0001,0011
1000,0001,1000
1000,0001,1001
1000,0001,1010
1000,0001,1011
1000,0010,0000
1000,0010,0001
1000,0010,0010
1000,0010,0011
1000,0010,1000
1000,0010,1001
1000,0010,1010
1000,0010,1011
1000,0011,0000
1000,0011,0001
1000,0011,0010
1000,0011,0011
1000,0011,1000
1000,0011,1001
1000,0011,1010
1000,0011,1011
1000,1000,0000
1000,1000,0001
1000,1000,0010
1000,1000,0011
1000,1000,1000
1000,1000,1001
1000,1000,1010
1000,1000,1011
1000,1001,0000
1000,1001,0001
1000,1001,0010
1000,1001,0011
1000,1001,1000
1000,1001,1001
1000,1001,1010
1000,1001,1011
1000,1010,0000
1000,1010,0001
1000,1010,0010
1000,1010,0011
1000,1010,1000
1000,1010,1001
1000,1010,1010
1000,1010,1011
1000,1011,0000
1000,1011,0001
1000,1011,0010
1000,1011,0011
1000,1011,1000
1000,1011,1001
1000,1011,1010
1000,1011,1011
1001,0000,0000
1001,0000,0001
1001,0000,0010
1001,0000,0011
1001,0000,1000
1001,0000,1001
1001,0000,1010
1001,0000,1011
1001,0001,0000
1001,0001,0001
1001,0001,0010
1001,0001,0011
1001,0001,1000
1001,0001,1001
1001,0001,1010
1001,0001,1011
1001,0010,0000
1001,0010,0001
1001,0010,0010
1001,0010,0011
1001,0010,1000
1001,0010,1001
1001,0010,1010
1001,0010,1011
1001,0011,0000
1001,0011,0001
1001,0011,0010
1001,0011,0011
1001,0011,1000
1001,0011,1001
1001,0011,1010
1001,0011,1011
1001,1000,0000
1001,1000,0001
1001,1000,0010
1001,1000,0011
1001,1000,1000
1001,1000,1001
1001,1000,1010
1001,1000,1011
1001,1001,0000
1001,1001,0001
1001,1001,0010
1001,1001,0011
1001,1001,1000
1001,1001,1001
1001,1001,1010
1001,1001,1011
1001,1010,0000
1001,1010,0001
1001,1010,0010
1001,1010,0011
1001,1010,1000
1001,1010,1001
1001,1010,1010
1001,1010,1011
1001,1011,0000
1001,1011,0001
1001,1011,0010
1001,1011,0011
1001,1011,1000
1001,1011,1001
1001,1011,1010
1001,1011,1011
1010,0000,0000
1010,0000,0001
1010,0000,0010
1010,0000,0011
1010,0000,1000
1010,0000,1001
1010,0000,1010
1010,0000,1011
1010,0001,0000
1010,0001,0001
1010,0001,0010
1010,0001,0011
1010,0001,1000
1010,0001,1001
1010,0001,1010
1010,0001,1011
1010,0010,0000
1010,0010,0001
1010,0010,0010
1010,0010,0011
1010,0010,1000
1010,0010,1001
1010,0010,1010
1010,0010,1011
1010,0011,0000
1010,0011,0001
1010,0011,0010
1010,0011,0011
1010,0011,1000
1010,0011,1001
1010,0011,1010
1010,0011,1011
1010,1000,0000
1010,1000,0001
1010,1000,0010
1010,1000,0011
1010,1000,1000
1010,1000,1001
1010,1000,1010
1010,1000,1011
1010,1001,0000
1010,1001,0001
1010,1001,0010
1010,1001,0011
1010,1001,1000
1010,1001,1001
1010,1001,1010
1010,1001,1011
1010,1010,0000
1010,1010,0001
1010,1010,0010
1010,1010,0011
1010,1010,1000
1010,1010,1001
1010,1010,1010
1010,1010,1011
1010,1011,0000
1010,1011,0001
1010,1011,0010
1010,1011,0011
1010,1011,1000
1010,1011,1001
1010,1011,1010
1010,1011,1011
1011,0000,0000
1011,0000,0001
1011,0000,0010
1011,0000,0011
1011,0000,1000
1011,0000,1001
1011,0000,1010
1011,0000,1011
1011,0001,0000
1011,0001,0001
1011,0001,0010
1011,0001,0011
1011,0001,1000
1011,0001,1001
1011,0001,1010
1011,0001,1011
1011,0010,0000
1011,0010,0001
1011,0010,0010
1011,0010,0011
1011,0010,1000
1011,0010,1001
1011,0010,1010
1011,0010,1011
1011,0011,0000
1011,0011,0001
1011,0011,0010
1011,0011,0011
1011,0011,1000
1011,0011,1001
1011,0011,1010
1011,0011,1011
1011,1000,0000
1011,1000,0001
1011,1000,0010
1011,1000,0011
1011,1000,1000
1011,1000,1001
1011,1000,1010
1011,1000,1011
1011,1001,0000
1011,1001,0001
1011,1001,0010
1011,1001,0011
1011,1001,1000
1011,1001,1001
1011,1001,1010
1011,1001,1011
1011,1010,0000
1011,1010,0001
1011,1010,0010
1011,1010,0011
1011,1010,1000
1011,1010,1001
1011,1010,1010
1011,1010,1011
1011,1011,0000
1011,1011,0001
1011,1011,0010
1011,1011,0011
1011,1011,1000
1011,1011,1001
1011,1011,1010
1011,1011,1011
