1024
0101,0100,0110,0001
0101,0100,0110,0010
0101,0100,0110,0011
0101,0100,0110,0100
0101,0100,0110,0101
0101,0100,0110,0110
0101,0100,0110,0111
0101,0100,0110,1000
0101,0100,0110,1001
0101,0100,0110,1010
0101,0100,0110,1011
0101,0100,0110,1100
0101,0100,0110,1101
0101,0100,0110,1110
0101,0100,0110,1111
0101,0100,0111,0000
0101,0100,0111,0001
0101,0100,0111,0010
0101,0100,0111,0011
0101,0100,0111,0100
0101,0100,0111,0101
0101,0100,0111,0110
0101,0100,0111,0111
0101,0100,0111,1000
0101,0100,0111,1001
0101,0100,0111,1010
0101,0100,0111,1011
0101,0100,0111,1100
0101,0100,0111,1101
0101,0100,0111,1110
0101,0100,0111,1111
0101,0101,0100,0000
0101,0101,0100,0001
0101,0101,0100,0010
0101,0101,0100,0011
0101,0101,0100,0100
0101,0101,0100,0101
0101,0101,0100,0110
0101,0101,0100,0111
0101,0101,0100,1000
0101,0101,0100,1001
0101,0101,0100,1010
0101,0101,0100,1011
0101,0101,0100,1100
0101,0101,0100,1101
0101,0101,0100,1110
0101,0101,0100,1111
0101,0101,0101,0000
0101,0101,0101,0001
0101,0101,0101,0010
0101,0101,0101,0011
0101,0101,0101,0100
0101,0101,0101,0101
0101,0101,0101,0110
0101,0101,0101,0111
0101,0101,0101,1000
0101,0101,0101,1001
0101,0101,0101,1010
0101,0101,0101,1011
0101,0101,0101,1100
0101,0101,0101,1101
0101,0101,0101,1110
0101,0101,0101,1111
0101,0101,0110,0000
0101,0101,0110,0001
0101,0101,0110,0010
0101,0101,0110,0011
0101,0101,0110,0100
0101,0101,0110,0101
0101,0101,0110,0110
0101,0101,0110,0111
0101,0101,0110,1000
0101,0101,0110,1001
0101,0101,0110,1010
0101,0101,0110,1011
0101,0101,0110,1100
0101,0101,0110,1101
0101,0101,0110,1110
0101,0101,0110,1111
0101,0101,0111,0000
0101,0101,0111,0001
0101,0101,0111,0010
0101,0101,0111,0011
0101,0101,0111,0100
0101,0101,0111,0101
0101,0101,0111,0110
0101,0101,0111,0111
0101,0101,0111,1000
0101,0101,0111,1001
0101,0101,0111,1010
0101,0101,0111,1011
0101,0101,0111,1100
0101,0101,0111,1101
0101,0101,0111,1110
0101,0101,0111,1111
0101,0110,0100,0000
0101,0110,0100,0001
0101,0110,0100,0010
0101,0110,0100,0011
0101,0110,0100,0100
0101,0110,0100,0101
0101,0110,0100,0110
0101,0110,0100,0111
0101,0110,0100,1000
0101,0110,0100,1001
0101,0110,0100,1010
0101,0110,0100,1011
0101,0110,0100,1100
0101,0110,0100,1101
0101,0110,0100,1110
0101,0110,0100,1111
0101,0110,0101,0000
0101,0110,0101,0001
0101,0110,0101,0010
0101,0110,0101,0011
0101,0110,0101,0100
0101,0110,0101,0101
0101,0110,0101,0110
0101,0110,0101,0111
0101,0110,0101,1000
0101,0110,0101,1001
0101,0110,0101,1010
0101,0110,0101,1011
0101,0110,0101,1100
0101,0110,0101,1101
0101,0110,0101,1110
0101,0110,0101,1111
0101,0110,0110,0000
0101,0110,0110,0001
0101,0110,0110,0010
0101,0110,0110,0011
0101,0110,0110,0100
0101,0110,0110,0101
0101,0110,0110,0110
0101,0110,0110,0111
0101,0110,0110,1000
0101,0110,0110,1001
0101,0110,0110,1010
0101,0110,0110,1011
0101,0110,0110,1100
0101,0110,0110,1101
0101,0110,0110,1110
0101,0110,0110,1111
0101,0110,0111,0000
0101,0110,0111,0001
0101,0110,0111,0010
0101,0110,0111,0011
0101,0110,0111,0100
0101,0110,0111,0101
0101,0110,0111,0110
0101,0110,0111,0111
0101,0110,0111,1000
0101,0110,0111,1001
0101,0110,0111,1010
0101,0110,0111,1011
0101,0110,0111,1100
0101,0110,0111,1101
0101,0110,0111,1110
0101,0110,0111,1111
0101,0111,0100,0000
0101,0111,0100,0001
0101,0111,0100,0010
0101,0111,0100,0011
0101,0111,0100,0100
0101,0111,0100,0101
0101,0111,0100,0110
0101,0111,0100,0111
0101,0111,0100,1000
0101,0111,0100,1001
0101,0111,0100,1010
0101,0111,0100,1011
0101,0111,0100,1100
0101,0111,0100,1101
0101,0111,0100,1110
0101,0111,0100,1111
0101,0111,0101,0000
0101,0111,0101,0001
0101,0111,0101,0010
0101,0111,0101,0011
0101,0111,0101,0100
0101,0111,0101,0101
0101,0111,0101,0110
0101,0111,0101,0111
0101,0111,0101,1000
0101,0111,0101,1001
0101,0111,0101,1010
0101,0111,0101,1011
0101,0111,0101,1100
0101,0111,0101,1101
0101,0111,0101,1110
0101,0111,0101,1111
0101,0111,0110,0000
0101,0111,0110,0001
0101,0111,0110,0010
0101,0111,0110,0011
0101,0111,0110,0100
0101,0111,0110,0101
0101,0111,0110,0110
0101,0111,0110,0111
0101,0111,0110,1000
0101,0111,0110,1001
0101,0111,0110,1010
0101,0111,0110,1011
0101,0111,0110,1100
0101,0111,0110,1101
0101,0111,0110,1110
0101,0111,0110,1111
0101,0111,0111,0000
0101,0111,0111,0001
0101,0111,0111,0010
0101,0111,0111,0011
0101,0111,0111,0100
0101,0111,0111,0101
0101,0111,0111,0110
0101,0111,0111,0111
0101,0111,0111,1000
0101,0111,0111,1001
0101,0111,0111,1010
0101,0111,0111,1011
0101,0111,0111,1100
0101,0111,0111,1101
0101,0111,0111,1110
0101,0111,0111,1111
0110,0100,0100,0000
0110,0100,0100,0001
0110,0100,0100,0010
0110,0100,0100,0011
0110,0100,0100,0100
0110,0100,0100,0101
0110,0100,0100,0110
0110,0100,0100,0111
0110,0100,0100,1000
0110,0100,0100,1001
0110,0100,0100,1010
0110,0100,0100,1011
0110,0100,0100,1100
0110,0100,0100,1101
0110,0100,0100,1110
0110,0100,0100,1111
0110,0100,0101,0000
0110,0100,0101,0001
0110,0100,0101,0010
0110,0100,0101,0011
0110,0100,0101,0100
0110,0100,0101,0101
0110,0100,0101,0110
0110,0100,0101,0111
0110,0100,0101,1000
0110,0100,0101,1001
0110,0100,0101,1010
0110,0100,0101,1011
0110,0100,0101,1100
0110,0100,0101,1101
0110,0100,0101,1110
0110,0100,0101,1111
0110,0100,0110,0000
0110,0100,0110,0001
0110,0100,0110,0010
0110,0100,0110,0011
0110,0100,0110,0100
0110,0100,0110,0101
0110,0100,0110,0110
0110,0100,0110,0111
0110,0100,0110,1000
0110,0100,0110,1001
0110,0100,0110,1010
0110,0100,0110,1011
0110,0100,0110,1100
0110,0100,0110,1101
0110,0100,0110,1110
0110,0100,0110,1111
0110,0100,0111,0000
0110,0100,0111,0001
0110,0100,0111,0010
0110,0100,0111,0011
0110,0100,0111,0100
0110,0100,0111,0101
0110,0100,0111,0110
0110,0100,0111,0111
0110,0100,0111,1000
0110,0100,0111,1001
0110,0100,0111,1010
0110,0100,0111,1011
0110,0100,0111,1100
0110,0100,0111,1101
0110,0100,0111,1110
0110,0100,0111,1111
0110,0101,0100,0000
0110,0101,0100,0001
0110,0101,0100,0010
0110,0101,0100,0011
0110,0101,0100,0100
0110,0101,0100,0101
0110,0101,0100,0110
0110,0101,0100,0111
0110,0101,0100,1000
0110,0101,0100,1001
0110,0101,0100,1010
0110,0101,0100,1011
0110,0101,0100,1100
0110,0101,0100,1101
0110,0101,0100,1110
0110,0101,0100,1111
0110,0101,0101,0000
0110,0101,0101,0001
0110,0101,0101,0010
0110,0101,0101,0011
0110,0101,0101,0100
0110,0101,0101,0101
0110,0101,0101,0110
0110,0101,0101,0111
0110,0101,0101,1000
0110,0101,0101,1001
0110,0101,0101,1010
0110,0101,0101,1011
0110,0101,0101,1100
0110,0101,0101,1101
0110,0101,0101,1110
0110,0101,0101,1111
0110,0101,0110,0000
0110,0101,0110,0001
0110,0101,0110,0010
0110,0101,0110,0011
0110,0101,0110,0100
0110,0101,0110,0101
0110,0101,0110,0110
0110,0101,0110,0111
0110,0101,0110,1000
0110,0101,0110,1001
0110,0101,0110,1010
0110,0101,0110,1011
0110,0101,0110,1100
0110,0101,0110,1101
0110,0101,0110,1110
0110,0101,0110,1111
0110,0101,0111,0000
0110,0101,0111,0001
0110,0101,0111,0010
0110,0101,0111,0011
0110,0101,0111,0100
0110,0101,0111,0101
0110,0101,0111,0110
0110,0101,0111,0111
0110,0101,0111,1000
0110,0101,0111,1001
0110,0101,0111,1010
0110,0101,0111,1011
0110,0101,0111,1100
0110,0101,0111,1101
0110,0101,0111,1110
0110,0101,0111,1111
0110,0110,0100,0000
0110,0110,0100,0001
0110,0110,0100,0010
0110,0110,0100,0011
0110,0110,0100,0100
0110,0110,0100,0101
0110,0110,0100,0110
0110,0110,0100,0111
0110,0110,0100,1000
0110,0110,0100,1001
0110,0110,0100,1010
0110,0110,0100,1011
0110,0110,0100,1100
0110,0110,0100,1101
0110,0110,0100,1110
0110,0110,0100,1111
0110,0110,0101,0000
0110,0110,0101,0001
0110,0110,0101,0010
0110,0110,0101,0011
0110,0110,0101,0100
0110,0110,0101,0101
0110,0110,0101,0110
0110,0110,0101,0111
0110,0110,0101,1000
0110,0110,0101,1001
0110,0110,0101,1010
0110,0110,0101,1011
0110,0110,0101,1100
0110,0110,0101,1101
0110,0110,0101,1110
0110,0110,0101,1111
0110,0110,0110,0000
0110,0110,0110,0001
0110,0110,0110,0010
0110,0110,0110,0011
0110,0110,0110,0100
0110,0110,0110,0101
0110,0110,0110,0110
0110,0110,0110,0111
0110,0110,0110,1000
0110,0110,0110,1001
0110,0110,0110,1010
0110,0110,0110,1011
0110,0110,0110,1100
0110,0110,0110,1101
0110,0110,0110,1110
0110,0110,0110,1111
0110,0110,0111,0000
0110,0110,0111,0001
0110,0110,0111,0010
0110,0110,0111,0011
0110,0110,0111,0100
0110,0110,0111,0101
0110,0110,0111,0110
0110,0110,0111,0111
0110,0110,0111,1000
0110,0110,0111,1001
0110,0110,0111,1010
0110,0110,0111,1011
0110,0110,0111,1100
0110,0110,0111,1101
0110,0110,0111,1110
0110,0110,0111,1111
0110,0111,0100,0000
0110,0111,0100,0001
0110,0111,0100,0010
0110,0111,0100,0011
0110,0111,0100,0100
0110,0111,0100,0101
0110,0111,0100,0110
0110,0111,0100,0111
0110,0111,0100,1000
0110,0111,0100,1001
0110,0111,0100,1010
0110,0111,0100,1011
0110,0111,0100,1100
0110,0111,0100,1101
0110,0111,0100,1110
0110,0111,0100,1111
0110,0111,0101,0000
0110,0111,0101,0001
0110,0111,0101,0010
0110,0111,0101,0011
0110,0111,0101,0100
0110,0111,0101,0101
0110,0111,0101,0110
0110,0111,0101,0111
0110,0111,0101,1000
0110,0111,0101,1001
0110,0111,0101,1010
0110,0111,0101,1011
0110,0111,0101,1100
0110,0111,0101,1101
0110,0111,0101,1110
0110,0111,0101,1111
0110,0111,0110,0000
0110,0111,0110,0001
0110,0111,0110,0010
0110,0111,0110,0011
0110,0111,0110,0100
0110,0111,0110,0101
0110,0111,0110,0110
0110,0111,0110,0111
0110,0111,0110,1000
0110,0111,0110,1001
0110,0111,0110,1010
0110,0111,0110,1011
0110,0111,0110,1100
0110,0111,0110,1101
0110,0111,0110,1110
0110,0111,0110,1111
0110,0111,0111,0000
0110,0111,0111,0001
0110,0111,0111,0010
0110,0111,0111,0011
0110,0111,0111,0100
0110,0111,0111,0101
0110,0111,0111,0110
0110,0111,0111,0111
0110,0111,0111,1000
0110,0111,0111,1001
0110,0111,0111,1010
0110,0111,0111,1011
0110,0111,0111,1100
0110,0111,0111,1101
0110,0111,0111,1110
0110,0111,0111,1111
0111,0100,0100,0000
0111,0100,0100,0001
0111,0100,0100,0010
0111,0100,0100,0011
0111,0100,0100,0100
0111,0100,0100,0101
0111,0100,0100,0110
0111,0100,0100,0111
0111,0100,0100,1000
0111,0100,0100,1001
0111,0100,0100,1010
0111,0100,0100,1011
0111,0100,0100,1100
0111,0100,0100,1101
0111,0100,0100,1110
0111,0100,0100,1111
0111,0100,0101,0000
0111,0100,0101,0001
0111,0100,0101,0010
0111,0100,0101,0011
0111,0100,0101,0100
0111,0100,0101,0101
0111,0100,0101,0110
0111,0100,0101,0111
0111,0100,0101,1000
0111,0100,0101,1001
0111,0100,0101,1010
0111,0100,0101,1011
0111,0100,0101,1100
0111,0100,0101,1101
0111,0100,0101,1110
0111,0100,0101,1111
0111,0100,0110,0000
0111,0100,0110,0001
0111,0100,0110,0010
0111,0100,0110,0011
0111,0100,0110,0100
0111,0100,0110,0101
0111,0100,0110,0110
0111,0100,0110,0111
0111,0100,0110,1000
0111,0100,0110,1001
0111,0100,0110,1010
0111,0100,0110,1011
0111,0100,0110,1100
0111,0100,0110,1101
0111,0100,0110,1110
0111,0100,0110,1111
0111,0100,0111,0000
0111,0100,0111,0001
0111,0100,0111,0010
0111,0100,0111,0011
0111,0100,0111,0100
0111,0100,0111,0101
0111,0100,0111,0110
0111,0100,0111,0111
0111,0100,0111,1000
0111,0100,0111,1001
0111,0100,0111,1010
0111,0100,0111,1011
0111,0100,0111,1100
0111,0100,0111,1101
0111,0100,0111,1110
0111,0100,0111,1111
0111,0101,0100,0000
0111,0101,0100,0001
0111,0101,0100,0010
0111,0101,0100,0011
0111,0101,0100,0100
0111,0101,0100,0101
0111,0101,0100,0110
0111,0101,0100,0111
0111,0101,0100,1000
0111,0101,0100,1001
0111,0101,0100,1010
0111,0101,0100,1011
0111,0101,0100,1100
0111,0101,0100,1101
0111,0101,0100,1110
0111,0101,0100,1111
0111,0101,0101,0000
0111,0101,0101,0001
0111,0101,0101,0010
0111,0101,0101,0011
0111,0101,0101,0100
0111,0101,0101,0101
0111,0101,0101,0110
0111,0101,0101,0111
0111,0101,0101,1000
0111,0101,0101,1001
0111,0101,0101,1010
0111,0101,0101,1011
0111,0101,0101,1100
0111,0101,0101,1101
0111,0101,0101,1110
0111,0101,0101,1111
0111,0101,0110,0000
0111,0101,0110,0001
0111,0101,0110,0010
0111,0101,0110,0011
0111,0101,0110,0100
0111,0101,0110,0101
0111,0101,0110,0110
0111,0101,0110,0111
0111,0101,0110,1000
0111,0101,0110,1001
0111,0101,0110,1010
0111,0101,0110,1011
0111,0101,0110,1100
0111,0101,0110,1101
0111,0101,0110,1110
0111,0101,0110,1111
0111,0101,0111,0000
0111,0101,0111,0001
0111,0101,0111,0010
0111,0101,0111,0011
0111,0101,0111,0100
0111,0101,0111,0101
0111,0101,0111,0110
0111,0101,0111,0111
0111,0101,0111,1000
0111,0101,0111,1001
0111,0101,0111,1010
0111,0101,0111,1011
0111,0101,0111,1100
0111,0101,0111,1101
0111,0101,0111,1110
0111,0101,0111,1111
0111,0110,0100,0000
0111,0110,0100,0001
0111,0110,0100,0010
0111,0110,0100,0011
0111,0110,0100,0100
0111,0110,0100,0101
0111,0110,0100,0110
0111,0110,0100,0111
0111,0110,0100,1000
0111,0110,0100,1001
0111,0110,0100,1010
0111,0110,0100,1011
0111,0110,0100,1100
0111,0110,0100,1101
0111,0110,0100,1110
0111,0110,0100,1111
0111,0110,0101,0000
0111,0110,0101,0001
0111,0110,0101,0010
0111,0110,0101,0011
0111,0110,0101,0100
0111,0110,0101,0101
0111,0110,0101,0110
0111,0110,0101,0111
0111,0110,0101,1000
0111,0110,0101,1001
0111,0110,0101,1010
0111,0110,0101,1011
0111,0110,0101,1100
0111,0110,0101,1101
0111,0110,0101,1110
0111,0110,0101,1111
0111,0110,0110,0000
0111,0110,0110,0001
0111,0110,0110,0010
0111,0110,0110,0011
0111,0110,0110,0100
0111,0110,0110,0101
0111,0110,0110,0110
0111,0110,0110,0111
0111,0110,0110,1000
0111,0110,0110,1001
0111,0110,0110,1010
0111,0110,0110,1011
0111,0110,0110,1100
0111,0110,0110,1101
0111,0110,0110,1110
0111,0110,0110,1111
0111,0110,0111,0000
0111,0110,0111,0001
0111,0110,0111,0010
0111,0110,0111,0011
0111,0110,0111,0100
0111,0110,0111,0101
0111,0110,0111,0110
0111,0110,0111,0111
0111,0110,0111,1000
0111,0110,0111,1001
0111,0110,0111,1010
0111,0110,0111,1011
0111,0110,0111,1100
0111,0110,0111,1101
0111,0110,0111,1110
0111,0110,0111,1111
0111,0111,0100,0000
0111,0111,0100,0001
0111,0111,0100,0010
0111,0111,0100,0011
0111,0111,0100,0100
0111,0111,0100,0101
0111,0111,0100,0110
0111,0111,0100,0111
0111,0111,0100,1000
0111,0111,0100,1001
0111,0111,0100,1010
0111,0111,0100,1011
0111,0111,0100,1100
0111,0111,0100,1101
0111,0111,0100,1110
0111,0111,0100,1111
0111,0111,0101,0000
0111,0111,0101,0001
0111,0111,0101,0010
0111,0111,0101,0011
0111,0111,0101,0100
0111,0111,0101,0101
0111,0111,0101,0110
0111,0111,0101,0111
0111,0111,0101,1000
0111,0111,0101,1001
0111,0111,0101,1010
0111,0111,0101,1011
0111,0111,0101,1100
0111,0111,0101,1101
0111,0111,0101,1110
0111,0111,0101,1111
0111,0111,0110,0000
0111,0111,0110,0001
0111,0111,0110,0010
0111,0111,0110,0011
0111,0111,0110,0100
0111,0111,0110,0101
0111,0111,0110,0110
0111,0111,0110,0111
0111,0111,0110,1000
0111,0111,0110,1001
0111,0111,0110,1010
0111,0111,0110,1011
0111,0111,0110,1100
0111,0111,0110,1101
0111,0111,0110,1110
0111,0111,0110,1111
0111,0111,0111,0000
0111,0111,0111,0001
0111,0111,0111,0010
0111,0111,0111,0011
0111,0111,0111,0100
0111,0111,0111,0101
0111,0111,0111,0110
0111,0111,0111,0111
0111,0111,0111,1000
0111,0111,0111,1001
0111,0111,0111,1010
0111,0111,0111,1011
0111,0111,0111,1100
0111,0111,0111,1101
0111,0111,0111,1110
0111,0111,0111,1111
